,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.16285108732290737,0.0974809469698128,0.22857364514952,0.11472303475996246
1,4,0.19031707958493504,0.11309482546217763,0.26938407977766476,0.1337118157237071
2,8,0.1887039034793242,0.11222312227339803,0.26729409388335884,0.13273327071370286
3,12,0.18619977170995997,0.11109718141986913,0.2658836096702149,0.13177990071307644
4,16,0.18204657603855867,0.10895190418070674,0.26115013167652307,0.12944136370171047
5,20,0.17986687434337412,0.10778167433950546,0.2581311746602087,0.1280801290961308
6,24,0.17705599650926426,0.10596449129163787,0.25476223165173845,0.12608475994045404
7,28,0.17447243566285892,0.10470633196223923,0.2511062422649773,0.12455931563984715
8,32,0.17166645343179296,0.10351583727927692,0.2471741038954277,0.12314923086634329
9,36,0.16988521191037886,0.10252425002480725,0.24508943031250247,0.12206848580157022
10,40,0.1689393048381316,0.10210558811991861,0.24265817103346238,0.12127702441377172
11,44,0.16785019958950045,0.10147367455726891,0.24172541856428675,0.12061794102771146
12,48,0.16735002145471709,0.10093583985538528,0.24019666266294643,0.11985166880921964
13,Final,0.16748024470145007,0.1008071418140173,0.24031637015544108,0.1197357808395821
