,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.010755277510300488,0.007606827458504126,0.015681652321789207,0.009273372635472723
1,4,0.04630924293660701,0.03407751589603482,0.06834758859163197,0.04177362179334992
2,8,0.07194954283667979,0.051956637640627024,0.10921673541942938,0.0649887540350232
3,12,0.06970114872608905,0.05046264695558284,0.10433313305901042,0.06255787376806378
4,16,0.0620106538810137,0.04514686119174172,0.09238614021376194,0.05573845349073838
5,20,0.04950360918225506,0.03592673742687127,0.07389821657097854,0.04435498261035211
6,24,0.03748040355945659,0.02718310251942283,0.05685501709382104,0.03380393139857853
7,28,0.027457955701652506,0.019795491052052427,0.04197963419291491,0.024744722454742248
8,32,0.021315770752454243,0.015232658135444997,0.0320980829363222,0.01895201368628436
9,36,0.02451445163235074,0.017999284200242122,0.03613903813438864,0.021968675360540698
10,40,0.02162811542954077,0.01611144063694754,0.031210735889916064,0.019417956163938807
11,44,0.018072415390040796,0.013500060629011589,0.026840950288674923,0.01652842491159728
12,48,0.011953273900566998,0.008826239989281377,0.018052552487177576,0.010925648640123495
13,Final,0.004152964856837263,0.0029089745721600536,0.007212484225508189,0.003963703300539107
