,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.15078841900295173,0.09248303532126395,0.20413987349428156,0.10661729279975242
1,4,0.1450050680836521,0.08990708538006043,0.20233548702501059,0.10520713681304969
2,8,0.15406837779097657,0.09569185865992431,0.21434909493367008,0.11183636027125957
3,12,0.1618455444410063,0.10004752402679729,0.22464344890441432,0.11676898064108054
4,16,0.16707621511169632,0.1028394954565528,0.2306563332127197,0.11975788013251686
5,20,0.1703312999135165,0.10425902182066793,0.23388064475416556,0.1211440507385356
6,24,0.16916343269237613,0.10399629317042924,0.2327461869367134,0.12089577090467259
7,28,0.16850768294478888,0.10312436078533851,0.23088088523939043,0.11969938639670466
8,32,0.16561118019117707,0.10185166273795614,0.2281953420587545,0.11846867127037616
9,36,0.16269645705567884,0.09992162521599907,0.22483546706685384,0.11635369860475257
10,40,0.16008842897874775,0.09850782467545285,0.2208034933135776,0.11463458472528572
11,44,0.15756739590608104,0.09699735624719875,0.21745644867521166,0.11290664718518141
12,48,0.15763916011904344,0.09673104868395312,0.21501167205077001,0.11200386966217933
13,Final,0.15532211154470185,0.09562969295850017,0.21431502493819565,0.1112820480185781
