,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.06430560356994129,0.045693699012782966,0.09997973584014735,0.05815628099418254
1,4,0.07640687589530572,0.05457800104536231,0.1190671823499524,0.06938328097143404
2,8,0.07703966268843841,0.05512358803924847,0.11984114258382725,0.06995741548206846
3,12,0.07688003251941276,0.054758108771716184,0.11901167026840202,0.06942690297115224
4,16,0.07667942346252536,0.054628956432859664,0.11862437952219812,0.06920219330363346
5,20,0.07635926989900153,0.054493098977895144,0.1179137804495669,0.06887987438886903
6,24,0.07276341196432896,0.052454448130255044,0.11084258345900654,0.06569779736849601
7,28,0.053427476228598336,0.03912814984257916,0.08020548292267993,0.04847020038513888
8,32,0.02949332076699662,0.021041410186149214,0.0458340124991202,0.026675765916724038
9,36,0.02283454907657338,0.016545666575776715,0.03448349175378695,0.020538814707549567
10,40,0.028216832841571636,0.021226645116815664,0.04081719203436627,0.02561370493603061
11,44,0.0208959970403161,0.01568981973392657,0.030931577322606898,0.01921115150228016
12,48,0.012370153107462359,0.009078016573163214,0.019090879337054167,0.01144178179630029
13,Final,0.01084389950827024,0.007917983270449751,0.016767988103980086,0.009971085981100695
