,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.043191806037993746,0.03069605083720406,0.06661572203202708,0.03890489588060404
1,4,0.07616453258994307,0.0540160499811706,0.11792280136650463,0.06859415718014025
2,8,0.07590762366874941,0.05400899483393043,0.1167501702156713,0.06826659127075652
3,12,0.07423686258410823,0.05305823101429422,0.11368134691466213,0.06678730080184517
4,16,0.06743988142274064,0.04885448676241642,0.10263556137483858,0.06109345217636716
5,20,0.05442507744517089,0.039529184944810405,0.08192349496368444,0.04909186930290791
6,24,0.039352880144826574,0.028347768272402447,0.06038377994136013,0.0356017738747789
7,28,0.02821038032368311,0.01989667247885372,0.043569973811361726,0.025190667907696855
8,32,0.02210420983431547,0.015607034750158656,0.03389053788944824,0.019631322590308874
9,36,0.024710061362256185,0.01781241455970053,0.03745749640938124,0.022169655268343105
10,40,0.02319936707283258,0.01714994715321538,0.03436906673257597,0.02098576650680616
11,44,0.017924588308081597,0.013238114565470638,0.026533830025464326,0.016201575483220272
12,48,0.0033297105036773664,0.0023708352906871765,0.005406952777542117,0.003112280684887073
13,Final,0.003132829682809731,0.0021282914377388764,0.0049415632584044,0.0027726398417305923
