,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.06292534611098784,0.0448654228548077,0.09846712596532099,0.05724461499585447
1,4,0.0767002194352934,0.054485303289906376,0.11988414477282451,0.06946982217094512
2,8,0.07707618355861193,0.05479663458854973,0.11965917530529042,0.06961104675383263
3,12,0.07677492501934093,0.054761891008642136,0.11844678505235642,0.06933578193555662
4,16,0.07600914818435188,0.05427879995249629,0.116752260875107,0.06845113729368978
5,20,0.07291259636254434,0.05237863869765174,0.1105131163127839,0.06550292875948274
6,24,0.059229561920797744,0.0430524760571979,0.08869024346531608,0.053352152802357014
7,28,0.03659896725165039,0.026506017344327372,0.05555922910938336,0.03307810094417917
8,32,0.024036087456141147,0.01715359580189081,0.037236967726879934,0.021694814713263413
9,36,0.021317566781604347,0.01543802752646711,0.032319930803472584,0.019192723808888756
10,40,0.02558935361341657,0.01942352692162339,0.03721422967161528,0.02343918452021315
11,44,0.01943619626611251,0.014493761058257544,0.029003448744872495,0.017822973149236875
12,48,0.010620292080513731,0.007643823735014524,0.016199088484842465,0.0096158503317738
13,Final,0.008314885540395415,0.005985442493865035,0.012908614004824081,0.007601855399334739
