,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.08180004063990863,0.07095873969542651,0.13281996705785032,0.08959256816233223
1,4,0.09317824162029802,0.0809351399737199,0.14830497641477594,0.1011180021504992
2,8,0.10161471332756954,0.08790059627080178,0.16123757145907577,0.10977383228395668
3,12,0.10488679175244814,0.09059242803269488,0.1664091542481418,0.11310655610357946
4,16,0.10591362772460769,0.0912971329264611,0.1677234171345732,0.11388511533844704
5,20,0.1063631467902013,0.09152306468829485,0.1688012245792877,0.11436782550340287
6,24,0.10618806356841934,0.09164100314993096,0.16834538775905847,0.11429346126793685
7,28,0.10631400544819215,0.09160969096544266,0.16830808273850456,0.11417776731581744
8,32,0.10626945882379718,0.09165377805590853,0.1686150389285288,0.11436559392452597
9,36,0.10571736782125567,0.09139401314430837,0.16804001702352817,0.1141301172065748
10,40,0.10561900428230567,0.09112096170057751,0.16779650272656924,0.11381007812857455
11,44,0.10526272544981835,0.09087954147672131,0.16708037111511123,0.11339303127401687
12,48,0.10422342786416432,0.09035800221686091,0.16600932905884147,0.11289783359304226
13,Final,0.10458890874914462,0.09028727574867676,0.16608291030718528,0.1127572596184105
