,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.15138511569338534,0.0927216740548563,0.20481541584931254,0.10689433020313824
1,4,0.15137146483969474,0.0939434709139918,0.21189323609089805,0.11007508595205132
2,8,0.17621914373541542,0.10793337140562591,0.24593773692646,0.1263250709416277
3,12,0.1928430690012972,0.11616497190198097,0.26819379556672407,0.1359608309996997
4,16,0.19751881309308936,0.1192279708023307,0.27463860895885656,0.13942925140467183
5,20,0.19966370447703014,0.1204902944961535,0.27839063265044334,0.1411122036686558
6,24,0.2007078791027778,0.12047495769691127,0.27834518329700264,0.1408382141883379
7,28,0.20084216736300262,0.12038737848373345,0.27882791160200693,0.14084751068098142
8,32,0.1997437305716113,0.12002500484829443,0.2778287546554082,0.14047362717523965
9,36,0.19853455550895296,0.11925207663811571,0.27643661727791696,0.13965476501901009
10,40,0.19676684881998943,0.11783701414554758,0.2730735113916368,0.13793667174649754
11,44,0.1949625679204905,0.11650363123456281,0.2712354870216964,0.13648777150207528
12,48,0.19324753546465567,0.11581906242839797,0.2694656808910811,0.13571347190662633
13,Final,0.1930478309728287,0.1159878888133878,0.26844512589481134,0.1357431894711378
