,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.06329738172780439,0.053651753467644274,0.10354282992384069,0.06844235975236418
1,4,0.0743330666797663,0.06345356119186928,0.12189694113776137,0.08086533740649862
2,8,0.07787396091494582,0.06647904572442428,0.12822394759374497,0.08501704295913957
3,12,0.08143855584294955,0.06937400880006094,0.1332376179288494,0.0884276656362032
4,16,0.08358168545772936,0.07131094808113578,0.13682197522333903,0.09089932621699819
5,20,0.08561759123016133,0.07323879793438985,0.13926749945142222,0.09292056658303095
6,24,0.08687135992266447,0.07407963327759795,0.141430345533071,0.09415563409758028
7,28,0.0890118921095331,0.07576621621717938,0.1434569382179593,0.09577896896622975
8,32,0.08958368889574977,0.07655969551802236,0.14522987058859427,0.09696522920038116
9,36,0.09095919303967634,0.07755542280719095,0.14655897735637016,0.09799979787138133
10,40,0.09180148108828995,0.07826034592215146,0.1479964367854625,0.09888527887376147
11,44,0.09245620682074537,0.07882413549783536,0.1489015628173091,0.09955355846849523
12,48,0.09287859387869303,0.07948541239934176,0.14967456834985943,0.10028701375634554
13,52,0.09354487142941822,0.07989749256894389,0.15042121505795494,0.10077122059929951
14,56,0.09423612211035376,0.08048128131724128,0.15172641227813138,0.10153130002887784
15,60,0.09490538615552745,0.08091184326627453,0.15241430742215356,0.10199249071818857
16,64,0.09461495700960926,0.08081439219355453,0.1521517160348551,0.1019135550671689
17,68,0.09534623060859196,0.08152029929767654,0.15275912077999998,0.10254651747592514
18,72,0.0948051540442455,0.0810171630806988,0.15236987301193725,0.10209554344310086
19,76,0.09463203628878977,0.08092227908937775,0.1527030771746784,0.10214592608345284
20,80,0.09462978176844727,0.08101928367069443,0.15212869044281127,0.10209695900624445
21,84,0.09474547346901853,0.08109158789731245,0.15242818021299384,0.10219359242011912
22,88,0.09469294806816943,0.08103222183335816,0.1521096175442178,0.10198521999881423
23,92,0.09426294918702872,0.08082388102901215,0.15159070377642825,0.101764139853334
24,96,0.09446378048666791,0.08094288860579052,0.15225934205995695,0.10204934631365746
25,Final,0.09431821194130868,0.08086064326367695,0.15123392581121425,0.10173088368466629
